"About the data: Exported on Oct 14, 2022. Criteria: '""digital divide*"" OR ""digital inequalit*"" OR ""digital gap*""' in title and abstract; Publication Year is 1999 or 2000 or 2001 or 2002 or 2003 or 2004 or 2005 or 2006 or 2007 or 2008 or 2009 or 2010 or 2011; Fields of Research (ANZSRC 2020) is 38 Economics or 35 Commerce, Management, Tourism and Services or 46 Information and Computing Sciences; Publication Type is Article or Chapter or Proceeding. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
1962,pub.1075199228,,12463933,PMC2244335,"Crossing the ""digital divide:"" implementing an electronic medical record system in a rural Kenyan health center to support clinical care and research.","To improve care, one must measure it. In the US, electronic medical record systems have been installed in many institutions to support health care management, quality improvement, and research. Developing countries lack such systems and thus have difficulties managing scarce resources and investigating means of improving health care delivery and outcomes. We describe the implementation and use of the first documented electronic medical record system in ambulatory care in sub-Saharan Africa. After one year, it has captured data for more than 13,000 patients making more than 26,000 visits. We present lessons learned and modifications made to this system to improve its capture of data and ability to support a comprehensive clinical care and research agenda.",,AMIA Annual Symposium Proceedings,,"Ambulatory Care; Humans; Kenya; Medical Records Systems, Computerized; Patient Care Management; Rural Health Services",2002,2002,,2002,,,792-5,Closed,Article,"Tierney, William M; Rotich, Joseph K; Smith, Faye E; Bii, John; Einterz, Robert M; Hannan, Terry J","Tierney, William M (Indiana University School of Medicine, Indianapolis, IN, USA.); Rotich, Joseph K (); Smith, Faye E (); Bii, John (); Einterz, Robert M (); Hannan, Terry J ()",,"Tierney, William M (Indiana University – Purdue University Indianapolis); Rotich, Joseph K (); Smith, Faye E (); Bii, John (); Einterz, Robert M (); Hannan, Terry J ()",12,3,0.47,2.69,,https://app.dimensions.ai/details/publication/pub.1075199228,42 Health Sciences; 4203 Health Services and Systems; 46 Information and Computing Sciences; 4609 Information Systems,3 Good Health and Well Being
1962,pub.1059246752,10.1089/cpb.2005.8.465,16232039,,Instructional Set and Internet Use by Low-Income Adults,"This research examined the effects of instructional set on Internet use by low-income adults during a 16-month longitudinal study. Participants (n = 117) received instructions that focused on either the Internet's communication tools or its information tools. Internet use was continuously and automatically recorded. Survey measures of computer and Internet experiences, affect and attitudes were obtained to examine their mediational role in the relationship between instructional set and Internet use. Results indicated that instructions focused on the Internet's information tools led to greater Internet use than instructions focused on its communication tools or only basic instructions about how to use the Internet. Implications for reducing the digital divide are discussed.",,Cyberpsychology Behavior and Social Networking,,"Adult; Attitude to Computers; Computer Communication Networks; Computer User Training; Computer-Assisted Instruction; Female; Humans; Information Storage and Retrieval; Longitudinal Studies; Male; Midwestern United States; Poverty; Set, Psychology; Urban Population; Utilization Review",2005-10,2005,,2005-10,8,5,465-472,All OA; Green,Article,"Jackson, Linda A.; Von Eye, Alexander; Biocca, Frank; Barbatsis, Gretchen; Zhao, Yong; Fitzgerald, Hiram","Jackson, Linda A. (Department of Psychology, Michigan State University, East Lansing, Michigan.); Von Eye, Alexander (Department of Psychology, Michigan State University, East Lansing, Michigan.); Biocca, Frank (Department of Psychology, Michigan State University, East Lansing, Michigan.); Barbatsis, Gretchen (Department of Psychology, Michigan State University, East Lansing, Michigan.); Zhao, Yong (Department of Psychology, Michigan State University, East Lansing, Michigan.); Fitzgerald, Hiram (Department of Psychology, Michigan State University, East Lansing, Michigan.)",,"Jackson, Linda A. (Michigan State University); Von Eye, Alexander (Michigan State University); Biocca, Frank (Michigan State University); Barbatsis, Gretchen (Michigan State University); Zhao, Yong (Michigan State University); Fitzgerald, Hiram (Michigan State University)",8,0,0.13,1.01,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.506.8270,https://app.dimensions.ai/details/publication/pub.1059246752,46 Information and Computing Sciences; 4609 Information Systems; 52 Psychology; 5201 Applied and Developmental Psychology; 5205 Social and Personality Psychology,
1912,pub.1075268250,,12690711,,"Transformations of 21st century health care, Part 1. Beyond the digital divide.","Speed, control, accountability, cost containment, and customer satisfaction are the first-level benefits of digitization. We'll see these benefits grow, and we'll see much more in the new century.",,Health Forum journal,,"Computer Communication Networks; Decision Making, Computer-Assisted; Forecasting; Hospital Administration; Hospital Information Systems; Humans; Malpractice; Organizational Innovation; Patient Satisfaction; Patient-Centered Care; Practice Patterns, Physicians'; Social Responsibility; United States",2003,2003,,2003,46,1,"8-13, 1",Closed,Article,"Flower, Joe","Flower, Joe (What If., Fort Bragg, Calif., USA. bbear@well.com)",,"Flower, Joe ()",4,0,0.12,0.41,,https://app.dimensions.ai/details/publication/pub.1075268250,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context",3 Good Health and Well Being
1892,pub.1077613065,,18305324,,Network design for telemedicine--e-health using satellite technology.,"Over the last decade various international Information and Communications Technology networks have been created for a global access to high-level medical care. OP 2000 has designed and validated the high-end interactive video communication system WinVicos especially for telemedical applications, training of the physician in a distributed environment, teleconsultation and second opinion. WinVicos is operated on a workstation (WoTeSa) using standard hardware components and offers a superior image quality at a moderate transmission bandwidth of up to 2 Mbps. WoTeSa / WinVicos have been applied for IP-based communication in different satellite-based telemedical networks. In the DELTASS-project a disaster scenario was analysed and an appropriate telecommunication system for effective rescue measures for the victims was set up and evaluated. In the MEDASHIP project an integrated system for telemedical services (teleconsultation, teleelectro-cardiography, telesonography) on board of cruise ships and ferries has been set up. EMISPHER offers an equal access for most of the countries of the Euro-Mediterranean area to on-line services for health care in the required quality of service. E-learning applications, real-time telemedicine and shared management of medical assistance have been realized. The innovative developments in ICT with the aim of realizing a ubiquitous access to medical resources for everyone at any time and anywhere (u-Health) bear the risk of creating and amplifying a digital divide in the world. Therefore we have analyzed how the objective needs of the heterogeneous partners can be joined with the result that there is a need for real integration of the various platforms and services. A virtual combination of applications serves as the basic idea for the Virtual Hospital. The development of virtual hospitals and digital medicine helps to bridge the digital divide between different regions of the world and enables equal access to high-level medical care. Pre-operative planning, intra-operative navigation and minimally-invasive surgery require a digital and virtual environment supporting the perception of the physician. As data and computing resources in a virtual hospital are distributed over many sites the concept of the Grid should be integrated with other communication networks and platforms.",,Studies in health technology and informatics,,Computer Communication Networks; Global Health; Health Services Accessibility; Humans; Satellite Communications; Telemedicine,2008,2008,,2008,131,,67-82,Closed,Article,"Graschew, Georgi; Roelofs, Theo A; Rakowsky, Stefan; Schlag, Peter M","Graschew, Georgi (Surgical Research Unit OP 2000, Robert-Roessle-Klinik and Max-Delbrueck-Centrum, Charité-University Medicine Berlin, Lindenberger Weg 80, Berlin, Germany.); Roelofs, Theo A (); Rakowsky, Stefan (); Schlag, Peter M ()",,"Graschew, Georgi (Charité - University Medicine Berlin); Roelofs, Theo A (); Rakowsky, Stefan (); Schlag, Peter M ()",4,0,0.09,0.94,,https://app.dimensions.ai/details/publication/pub.1077613065,46 Information and Computing Sciences; 4603 Computer Vision and Multimedia Computation,3 Good Health and Well Being
1878,pub.1077860323,,19266852,,Medical device integration: CIOs must bridge the digital divide between devices and electronic medical records.,"To get funding approved for medical device integration, ClOs suggest focusing on specific patient safety or staff efficiency pain points. Organizations that make clinical engineering part of their IT team report fewer chain-of-command issues. It also helps IT people understand the clinical goals because the engineering people have been working closely with clinicians for years. A new organization has formed to work on collaboration between clinical engineers and IT professionals. For more information, go to www.ceitcollaboration.org. ECRI Institute has written a guide to handling the convergence of medical technology and hospital networks. Its ""Medical Technology for the IT Professional: An Essential Guide for Working in Today's Healthcare Setting"" also details how IT professionals can assist hospital technology planning and acquisition, and provide ongoing support for IT-based medical technologies. For more information, visit www.ecri.org/ITresource.",,Healthcare Informatics,,"Equipment and Supplies; Hospital Administrators; Hospital Information Systems; Medical Records Systems, Computerized; Systems Integration; United States",2009-02,2009,,2009-02,25,14,"34-5, 37",Closed,Article,"Raths, David","Raths, David ()",,"Raths, David ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1077860323,42 Health Sciences; 4203 Health Services and Systems; 46 Information and Computing Sciences; 4609 Information Systems,
1877,pub.1074795790,,11291216,,Physician executives straddle the digital divide.,"e-Health is here to stay and experts predict that the Internet will become the hub of health care. Rapid advancements in biotechnology and medical research, increasingly curious patients who surf the Internet for medical information, and pressures from managed care companies to contain costs and speed treatments are the central components driving e-health. Despite physician reluctance to embrace the e-revolution, many hospitals and medical groups are employing the Internet and information technology to improve their customer interface, as well as to reduce business costs. This article offers seven e-strategies for health care performance improvement: (1) Supply chain management; (2) e-transactions; (3) care management; (4) improving quality; (5) boosting revenues; (6) outsourcing; and (7) provider networks (Intranets). By helping to incorporate these key e-solutions, physician executives can position their organizations for success in the new millennium.",,Physician Executive,,Attitude of Health Personnel; Attitude to Computers; Computer Communication Networks; Diffusion of Innovation; Group Practice; Hospital Administration; Humans; Income; Outsourced Services; Physician Executives; Systems Integration; Total Quality Management; United States,2001,2001,,2001,27,2,12-9,Closed,Article,"Coile, R C","Coile, R C (Superior Consultant, Southfield, Michigan, USA. Russell_Coile@superiorconsultant.com)",,"Coile, R C ()",4,0,,0.91,,https://app.dimensions.ai/details/publication/pub.1074795790,42 Health Sciences; 4203 Health Services and Systems; 46 Information and Computing Sciences; 4609 Information Systems,
1875,pub.1022980255,10.1300/j115v20n03_02,11757392,,Health InfoNet of Jefferson County,"Health InfoNet of Jefferson County is a new collaborative consumer health information service of the Jefferson County public libraries and the UAB Lister Hill Library of the Health Sciences. Working with the input and cooperation of local voluntary health agencies, health care professionals and other health information providers, the intent is to improve the efficiency with which consumers might access such information while avoiding duplication of effort on the part of the information providers. Various considerations in InfoNet's mission include providing service not only to established library and Internet users, but also those on the other side of the ""digital divide"" as well as those with low literacy skills or English as a second language. The role of health care professionals in guiding their patients to the best consumer health information resources is emphasized.",,Medical Reference Services Quarterly,,"Alabama; Cooperative Behavior; Educational Status; Efficiency, Organizational; Health Education; Information Services; Interinstitutional Relations; Internet; Libraries; Models, Organizational; Organizational Objectives; Physician-Patient Relations; Universities; Voluntary Health Agencies",2001-09,2001,,2001-09,20,3,13-21,Closed,Article,"Smith, Kay Hogan","Smith, Kay Hogan (Lister Hill Library of the Health Sciences, University of Alabama at Birmingham, Birmingham, AL, USA)",,"Smith, Kay Hogan (University of Alabama at Birmingham)",6,0,0.06,4.39,,https://app.dimensions.ai/details/publication/pub.1022980255,46 Information and Computing Sciences; 4610 Library and Information Studies,
1875,pub.1077321028,,17095814,,New trends in the virtualization of hospitals--tools for global e-Health.,"The development of virtual hospitals and digital medicine helps to bridge the digital divide between different regions of the world and enables equal access to high-level medical care. Pre-operative planning, intra-operative navigation and minimally-invasive surgery require a digital and virtual environment supporting the perception of the physician. As data and computing resources in a virtual hospital are distributed over many sites the concept of the Grid should be integrated with other communication networks and platforms. A promising approach is the implementation of service-oriented architectures for an invisible grid, hiding complexity for both application developers and end-users. Examples of promising medical applications of Grid technology are the real-time 3D-visualization and manipulation of patient data for individualized treatment planning and the creation of distributed intelligent databases of medical images.",,Studies in health technology and informatics,,Artificial Intelligence; Computer Simulation; Database Management Systems; Expert Systems; Hospital Information Systems; Humans; Information Storage and Retrieval; Internet; Medical Informatics Applications; Systems Integration; Telemedicine; User-Computer Interface,2006,2006,,2006,121,,168-75,Closed,Article,"Graschew, Georgi; Roelofs, Theo A; Rakowsky, Stefan; Schlag, Peter M; Heinzlreiter, Paul; Kranzlmüller, Dieter; Volkert, Jens","Graschew, Georgi (Surgical Research Unit OP 2000, Robert-Roessle-Klinik and Max-Delbrueck-Centrum, Charité-University Medicine Berlin, Lindenberger Weg 80, D-13125, Berlin, Germany.); Roelofs, Theo A (); Rakowsky, Stefan (); Schlag, Peter M (); Heinzlreiter, Paul (); Kranzlmüller, Dieter (); Volkert, Jens ()",,"Graschew, Georgi (Charité - University Medicine Berlin); Roelofs, Theo A (); Rakowsky, Stefan (); Schlag, Peter M (); Heinzlreiter, Paul (); Kranzlmüller, Dieter (); Volkert, Jens ()",22,0,0.17,4.98,,https://app.dimensions.ai/details/publication/pub.1077321028,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,3 Good Health and Well Being
1875,pub.1064003410,10.1177/1460458207086332,18258673,,Group disparities and health information: a study of online access for the underserved,"The Internet is an oft-cited learning resource, useful to consumers who seek to educate themselves on specific technical issues or knowledge-intensive topics. Availability of public-access Internet portals and decreasing costs of personal computers have created a consensus that unequal access to information, or a ""Digital Divide"", presents a like problem specific to information for uninsured or under-insured healthcare consumers. Access to information, however, is now an essential part of consumer-centric healthcare management. To date little research has been done to differentiate levels of health information access on the Web by different subgroups, linking online socioeconomic characteristics and health seeking behaviors. This analysis of a landmark Pew Foundation survey seeks to differentiate and delineate information access, or lack of desired access, across targeted, ""digitally underserved"" subgroups.",,Health Informatics Journal,,Access to Information; Adolescent; Adult; Consumer Health Information; Female; Humans; Internet; Male; Medically Underserved Area; Middle Aged; Surveys and Questionnaires; United States,2008-03-01,2008,2008-03-01,2008-03,14,1,29-38,All OA; Bronze,Article,"Lorence, Daniel; Park, Heeyoung","Lorence, Daniel (Center for Technology Assessment PO Box 1154 State College PA 16801 USA, oed11@vminetwork.org); Park, Heeyoung (Department of Statistics, 326 Thomas Building, Pennsylvania State University, University Park, PA 16802, USA, hxp16@psu.edu)",,"Lorence, Daniel (); Park, Heeyoung (Pennsylvania State University)",47,1,1.43,30.78,https://journals.sagepub.com/doi/pdf/10.1177/1460458207086332,https://app.dimensions.ai/details/publication/pub.1064003410,46 Information and Computing Sciences; 4610 Library and Information Studies,3 Good Health and Well Being
1819,pub.1077016816,,15747961,,"E-leadership in the digital age: the equilibrium, the codes and the digital gap.","Malaysia's experience in implementing the Integrated Telehealth Project has placed her way ahead in the arena of world Telehealth. Thus, she has become the focus point, reference point and benchmark for similar endeavors around the world. In fact, it would not be presumptuous to state that the Integrated Telehealth project is a trail-blazing pioneer with e-leadership experience and skills developed over the last few years. It is hoped that the Integrated Telehealth concept will find acceptance and credence globally.",,Studies in health technology and informatics,,Developing Countries; Health Transition; Humans; Information Systems; Internet; Leadership; Malaysia; National Health Programs; Program Development; Systems Integration; Telecommunications; Telemedicine,2004,2004,,2004,104,,30-40,Closed,Article,"Harum, Hishamuddin","Harum, Hishamuddin (Telemedicine Programme of Malaysia.)",,"Harum, Hishamuddin ()",1,0,0.02,0.19,,https://app.dimensions.ai/details/publication/pub.1077016816,"35 Commerce, Management, Tourism and Services; 3507 Strategy, Management and Organisational Behaviour",3 Good Health and Well Being
1799,pub.1053793082,10.2190/ns.17.3.e,17959563,,Give the Public and Workers the Full Right to Know and Participate,"Industrial toxic chemicals are often introduced into our environment without the knowledge or consent of those harmed and exposed. Limited disclosure laws and practices currently inform workers and communities of some toxic chemical sources and exposures, but these laws amount to islands of knowledge amid seas of ignorance. Systematic disclosure of use, release, and exposure to industrial toxic chemicals and other environmental health hazards helps people protect themselves, improves oversight of government and industry decisions, and encourages development of safer alternatives. The means by which industries and governments provide information about environmental health hazards must be carefully constructed. Effective disclosure must provide both immediate and well-organized public access on both sides of the digital divide. Selected initiatives demonstrate the value, diversity, and limitations of current disclosure policies. Closely linked with our right to know is our essential right to participate in decisions about environmental hazards that affect our lives.",,NEW SOLUTIONS A Journal of Environmental and Occupational Health Policy,,Access to Information; Chemical Industry; Disclosure; Environmental Exposure; Environmental Health; Hazardous Substances; Humans; Occupational Exposure; Public Health; United States,2007-11,2007,2016-08-01,2007-11,17,3,209-218,Closed,Article,"Orum, Paul; Heminway, Diane","Orum, Paul (P.O. Box 15465 Washington, DC 20003, USA. Paul_orum@yahoo.com); Heminway, Diane ()","Orum, Paul ","Orum, Paul (); Heminway, Diane ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1053793082,"35 Commerce, Management, Tourism and Services; 3505 Human Resources and Industrial Relations; 42 Health Sciences; 4206 Public Health",
